transaction_id,user_id,event_time,plan_type,revenue_rub
897476d9-f463-4897-994e-9469b65f5f2a,3ce9127f-e4ac-45c9-9d55-7b1424dd6a45,2026-04-28 00:51:07,monthly,299
3c996f6e-e5ac-419c-af6f-3bd673369e5a,2a0a9a58-f076-44a4-a0e0-950bd8987250,2026-03-22 18:32:53,monthly,299
1dbb0723-bb73-4c1d-86e7-fd8ccf78061c,497d3778-3469-4010-9ee9-0eb5c6cb2648,2026-04-16 20:29:08,quarterly,799
a13ce7ed-ddca-4170-a164-378be9c50548,96d431ec-12d0-4544-b626-f9003981d0a8,2026-06-04 18:20:56,annual,1990
da2fed22-66b5-4115-b68e-6b1a1bafaabc,a362eea8-3418-4ef7-9d8e-ce05cfcbf087,2026-03-27 03:50:33,monthly,299
d9e538b4-b964-42f2-8536-25d1f71dbba6,531d06f9-2ebd-4bcb-b27a-5e8f8b093b5b,2026-05-27 22:30:37,quarterly,799
787dc131-16eb-430a-8193-e1204cc3ed01,a159cb84-1cce-460c-8ee5-82650bfae8f6,2026-03-09 04:04:41,annual,1990
0701674e-0f4e-42ef-b008-aba5c0ae7a9e,aaece9c2-eff6-4bc4-ac8c-f286cf5b5060,2026-05-30 11:26:50,monthly,299
b753ea1b-8b85-4a75-800b-61ef7dd63ce0,98ab9b2b-fac2-4c23-bbee-ec6fda0295cc,2026-04-21 10:55:55,annual,1990
1d26f7ed-93bb-49ad-860b-9fa9c8d7f2b8,103a5feb-ff99-424a-91f0-9ec971f3dbff,2026-05-28 20:50:45,monthly,299
3df4d36d-a242-4019-ac5e-8d8709274c6b,5420f32c-57ce-4c23-90b0-9d084e199c78,2026-03-24 06:48:55,quarterly,799
1083124a-7f24-4123-8641-d37e350408ee,cce1c74c-86c7-4758-9715-c3b540020b1f,2026-05-11 18:27:39,quarterly,799
1649ee3f-0e2b-423d-acc9-72cadc067803,1678d50b-a272-4556-ba99-eee350bdca16,2026-05-07 09:55:31,quarterly,799
15b0bc37-53fc-49a5-afec-63aed021e753,de34798c-010a-4dd8-a155-35f05466dee0,2026-04-27 09:13:41,quarterly,799
523ce4bb-d09d-47ee-b63c-da9e29992905,78801dc0-41c8-4412-96b8-1cf129d4147e,2026-04-19 03:27:38,quarterly,799
b1e3cfcb-97e2-4ada-a199-4af94d2a2ec6,331441f4-8380-4767-aec6-a4f907524a34,2026-04-13 12:18:58,annual,1990
d4e89617-3833-4f9f-abb1-b2c382e25db7,c83da3a9-1279-457e-bc9a-904f41f3c645,2026-04-28 06:56:56,annual,1990
8872d767-fd53-4edf-b9ef-954876fd5baa,dd89fd8c-b890-4515-9f66-bbfba9f865d3,2026-05-07 20:26:16,annual,1990
68eb2c08-95f5-4fa0-8506-0e4a4dd5b584,bfbdb7ac-f1ad-4717-8faa-bc18cb276375,2026-04-25 15:24:18,monthly,299
c8ad0cc2-7d4b-4bb2-b0ad-afb96c366196,94444e61-00a7-4b76-8b61-52a729720366,2026-06-15 19:19:03,monthly,299
6a644797-1658-49d9-81c8-fcf9f23d0e72,6ff992b7-3fd9-4e44-9631-5fb717cd97d6,2026-05-05 22:31:18,annual,1990
dd766015-9f10-4a0f-8d46-28bc413e8f8a,83b5cf3f-9812-4527-ae1e-5b91bc069a5f,2026-03-27 04:12:21,monthly,299
71a79463-74cd-4ec8-ab84-4a2a3f7c9f93,1691479e-aefb-4549-937d-5b604ab3b130,2026-03-08 21:54:34,quarterly,799
c7e5221e-994b-457d-aac1-dff63d829ff3,25a7a8b1-5290-4f7c-b241-561a3ea0eb26,2026-06-01 15:15:01,quarterly,799
55d96a35-8391-42e3-b9b6-f3a1949de27b,c2f30ce3-9de1-44f5-bd26-b8a23bcd8759,2026-04-26 00:16:23,annual,1990
7d81b3b6-ea8f-4ce7-92c7-9e087e42bec5,56d67972-df23-41bb-90af-8c7992da7bb2,2026-03-12 13:45:09,monthly,299
242d3c61-e213-40b7-99e0-2275d492f459,96892466-c11c-4b0e-bb45-9cb338d73414,2026-03-19 00:34:54,quarterly,799
56e7c6fc-25f3-4c3f-acd1-245b3a9a1cd8,6d775f74-5a9a-4384-b8d6-9dc6b53076f3,2026-04-07 15:18:24,quarterly,799
5dafe687-9bc2-41be-ab04-b4d363374b29,5cc468f6-6714-4a63-b848-cbe10b896221,2026-03-07 07:38:40,monthly,299
874b3f21-83da-4196-873a-f398cccf671e,929b0167-192e-43ac-96f8-25266336b464,2026-04-24 04:13:17,annual,1990
b6772591-b92f-426b-a41e-56eaa3137852,6d653036-498f-4069-a067-bc49cc058ee9,2026-05-13 12:57:09,monthly,299
ba21d4af-810f-4936-a676-54499c1d82f2,377b29d2-b88b-4467-bde8-4237da63691d,2026-05-22 01:16:45,monthly,299
a2de693c-20d8-46a8-9671-0b40710f8b18,befb3eb3-4217-41e4-afb0-9f6baaf589de,2026-05-08 09:11:24,quarterly,799
8e62bc5d-d948-485f-b4c1-cb8569b8ee19,76590eab-1ae6-4fbe-8dab-6d013aa4468b,2026-03-27 02:45:50,quarterly,799
ac9d8834-e378-4568-8ba5-cda6354aeda3,93105d71-cb3a-47ec-9a94-cb39d0e07af2,2026-04-29 09:40:58,monthly,299
6a9ae440-097c-428a-a774-161831866aa0,9d44c950-7b34-47c8-a6cd-1110bff1b9c9,2026-03-25 10:16:39,quarterly,799
c98a8b5e-e1d5-40bd-87e0-779b37f967a2,ecad6b44-bedd-4b53-a3c4-74ca061d94a8,2026-03-12 02:46:26,annual,1990
9c72f4b6-7e37-415f-a533-443e708618e1,51027c40-e964-4563-8c07-ec9f4e3c024f,2026-03-16 14:13:31,annual,1990
2d23b5e2-2395-464b-9bf4-0e9a7b07eab3,d6a6d044-fd97-4236-b5ad-005e836a4c78,2026-03-24 13:29:18,monthly,299
c2b5d52e-b2c9-4c43-bce2-dfa13e9d9975,8bfccc2b-096f-41f7-a2b7-35b0b2e52e22,2026-03-09 06:32:33,quarterly,799
ab071bad-f592-4e39-be81-e1d08f2c8fd2,7570f71c-60b2-48dd-a386-c71014cc30a0,2026-05-10 06:53:04,monthly,299
b1342e47-dd93-42d8-ad5e-fe172b56fbae,36365bc6-fdb1-4533-9e89-54b43e8d3e86,2026-04-13 08:14:58,annual,1990
c77cfa6b-2d40-492a-b6a5-8e6e2c885731,00fadeae-5fb3-49e5-b62d-6cff5751b153,2026-03-31 11:30:23,quarterly,799
10ba5270-86d2-486c-bfbc-ccbe5d91c653,0f872d49-befd-4542-9e56-e4fafa3b9a0b,2026-04-10 02:33:03,annual,1990
1f18d342-747a-4d9c-8ae9-46c253e21b2c,f1826421-b32e-4f49-8731-30f1f7cd97ee,2026-06-04 11:11:52,annual,1990
7329b4b3-b0b1-4faa-ab81-f5be2e960c18,d73ead34-f01d-485c-a467-3a0a3f7aa8e5,2026-06-11 14:36:49,quarterly,799
c72693cd-f9e0-46a6-a220-c293e2c3c168,d42d16db-b200-4c5a-8f0a-b5f531a32cfc,2026-03-22 02:20:23,quarterly,799
834741ac-eb5b-4a54-b19e-ebd533182dee,a5feb2cf-74ee-45f6-b454-123247fa9d17,2026-05-09 10:32:05,monthly,299
e1a1003f-446d-493d-bd64-83314bbab758,be9e4be3-d2ab-409b-a794-1f08098df633,2026-04-27 11:32:33,monthly,299
cd4dad3b-bb1f-4209-882c-c3484eddc863,e75d8af4-a76f-4248-ae8e-ffa0eb43b81d,2026-03-10 12:37:22,quarterly,799
c3f94602-9866-412c-ae9d-f1702f19ee95,1b745b83-dea6-4248-8583-7044b9d05dfb,2026-05-21 08:44:14,annual,1990
72280573-627f-46d0-8509-860b822885ce,527b1a8b-a2ef-4809-8354-c2f58c8e9170,2026-05-25 06:04:40,monthly,299
41a8fed2-f4b2-4910-ab0c-13240e324d52,134120b6-6509-4c6b-bf8f-ff47e642ffcd,2026-03-23 04:32:50,quarterly,799
b885c6fc-d78c-4966-8a0b-3e4d43fc2f16,d4a499a7-62d9-444b-a88d-18ac20b43d8b,2026-05-21 15:46:44,quarterly,799
0c478a90-2036-4db6-b5a3-caf47f699469,44af95c1-9ebd-431b-af0d-c32d2a1ea856,2026-04-25 21:29:01,monthly,299
d3bfa460-d6d1-4af1-810a-c29c3bb067bb,86ee6335-32cc-42df-8c6f-46e5ecd34c3b,2026-04-01 06:19:16,monthly,299
32a8371d-b192-4cc9-b507-4194fb8ff9e3,50a36c7b-04d0-49fc-981c-684a429c9422,2026-03-14 12:44:59,monthly,299
291346c7-3867-4008-820b-95704a34f8d2,f18500dd-5c40-40bf-96a8-5a2f0b659afa,2026-04-22 01:07:33,quarterly,799
21824dac-384f-4865-88bf-a15128510887,fc47189a-f957-46ef-809d-3d9f84957259,2026-04-12 04:02:57,quarterly,799
7301a4e1-1b13-4130-a29e-ff90c28a6ea7,30cc303f-e377-4060-9a45-63c2fc7e5d64,2026-03-27 07:02:29,quarterly,799
427fa790-027f-4d51-a177-5b278a4c6987,8cc10141-1dc4-486f-9015-447da665115f,2026-05-25 22:14:30,annual,1990
96156044-9d7a-4b8e-ae95-46a82bc307ab,0e53832a-b7c0-425c-9964-b90a158ff8d3,2026-04-11 12:04:42,monthly,299
02f7c89e-2093-4a2a-99ef-259a47c7a54f,987fe54e-a83d-495e-ba4d-ff7e9fea73d9,2026-06-09 01:35:58,annual,1990
a6fe3b12-062f-46f6-ae2c-75716e6a0912,859b9796-9f97-4fe6-b9d5-d0c787ca7ed6,2026-06-01 23:25:49,monthly,299
3fea6a81-c675-418e-95a8-212c03a91827,ac88da50-6f8b-402f-b5fb-3294fd03cb1b,2026-04-07 21:31:55,annual,1990
00e31c6c-c736-460f-a07c-28cc71310467,6081fba7-6a74-4d81-91ed-e338e82f7ed3,2026-03-05 08:09:15,quarterly,799
e0733b99-390a-497b-8595-c2c753a9ba00,1192d365-a235-4866-ac7a-c580ea83c05f,2026-05-04 22:46:59,monthly,299
a6fb67e5-c715-44df-ab43-dd06df49518c,91e135c2-89ed-40f8-8095-47d44f6f7193,2026-03-08 08:15:31,quarterly,799
54ca5ec4-6018-4330-82c7-33d8eeeee71f,091ca1a0-c634-4fce-84d9-3e05c37104ab,2026-03-14 10:19:09,quarterly,799
8cfa72d8-1f7f-4a66-8b9c-f3065ca11444,ce4886a1-0e44-49f7-b30a-492d1ce2a9b7,2026-06-04 20:55:57,annual,1990
dc6a32a2-1793-48a9-a713-d59e764bfb92,cd77c475-d1a1-466f-8351-62c8c81fa2cf,2026-04-29 04:00:44,quarterly,799
7f2c1f9b-95d8-4629-af43-09fb22b77e24,1da3be21-22c2-4b8a-85c1-18225d42f9c9,2026-05-26 05:22:46,quarterly,799
ef2bcae5-3714-41fb-a062-23a17aab1913,0ff26f58-367b-4beb-86bf-26437c3d08ad,2026-03-29 14:10:58,monthly,299
68671e98-404d-48a6-a2ea-2d2d6a017d01,164e7b37-207d-4688-ad57-4892900e616e,2026-05-02 08:24:46,quarterly,799
49c4500b-f482-4a96-b42b-8e43988ab438,1e3b3d3e-2f19-410c-bd7e-02c1c48dd28a,2026-05-03 20:45:58,quarterly,799
dfab2747-3c04-4648-947c-5a3e15f80e70,e07ad87f-66ef-48ef-a770-9ec0482f5cdd,2026-04-02 17:44:49,annual,1990
3c053f0e-6a8e-44ae-8807-1df341612602,0b9c4c50-7b09-464f-aaf7-b6cd1df1b456,2026-04-24 14:00:52,annual,1990
d72b39dd-0f5a-4d88-8eb1-a54e3d983404,7177ead9-fac2-41f9-ad3c-a2970afc2f88,2026-06-16 01:23:09,monthly,299
4c4246fd-1a38-4636-92a5-2ff9fcb4cccc,d96fd59e-1dd3-416e-a9a9-1369a6976bd8,2026-05-22 02:33:11,monthly,299
269d8858-b9c4-43a8-924a-6662ba060f89,61c20734-dd95-4322-b1b5-955771e6fcbf,2026-04-04 14:55:43,annual,1990
56dcb9a2-9f6f-4c3e-b311-335a19adaccc,31cee48f-b82e-4de6-a0c4-e4c890058411,2026-06-06 06:12:10,quarterly,799
5f56c437-0bed-4a08-9e0d-c0efbcc8d7fd,ffae89b0-606b-495e-98b0-bfe7d5f71344,2026-05-04 16:56:00,quarterly,799
99f49af7-609e-4444-9269-a329ed4d646d,049cd91b-7feb-446e-9656-c9e74db28ad1,2026-03-14 02:38:58,monthly,299
bf46be81-7e56-49b1-b782-5b6a70b0a941,ed7e8c15-4be3-4248-bed1-c7f8040ceab3,2026-04-02 16:03:28,annual,1990
9c524fcc-c289-42a5-9e1f-ca8ef749756a,094c485e-e0a4-4362-9be1-27920efd4e6b,2026-05-05 05:17:12,quarterly,799
21517abb-5f59-45bc-8ad6-8276cdb360a3,cf6bf2b5-5515-4586-81dd-b574bf331bd9,2026-05-11 01:54:32,monthly,299
bb95a820-3c14-41af-8d4f-c0c54b0f767f,d53477f3-678a-43e5-aeb5-0aeee6413b76,2026-03-15 07:10:00,monthly,299
4f7f9ac4-56ae-45c9-a8f9-2737cd746be0,424fca62-c4ce-4e9d-abd8-3fe093646123,2026-03-19 15:32:10,monthly,299
4081373e-9b87-482a-a479-3913a5cd4b5c,c4b394ad-d4bf-4b75-9c57-b3353e599cfc,2026-03-09 12:27:28,annual,1990
036bd34e-8b84-4b8f-937a-f7eff0e275d9,0c330dc2-933c-4e78-acfa-66eb185e5437,2026-05-29 19:29:09,quarterly,799
2b94fbb2-c8df-4b21-8ca6-1821285de652,100486da-dd4c-4c09-ae1b-1807ae3b6607,2026-05-20 08:02:16,quarterly,799
4b4ffb99-bc85-4388-8825-36666cf0689f,b5133a71-7f90-4c4e-90b0-065cbb6d072c,2026-04-01 02:57:16,monthly,299
5ab0c365-85ae-4381-bff0-95980a13ac8c,415a3079-23d2-4ed0-a305-a006d0b654e7,2026-03-14 12:57:02,annual,1990
74ea30bf-5782-439a-aec9-f329c490aa21,f6d314a1-3c45-4f0d-ab99-fad1e72aef41,2026-05-16 07:15:05,monthly,299
98b5163f-6869-42e6-ac6d-e69765183aab,70d96721-cb49-42ac-8fd6-eb1a97dfbb86,2026-05-05 10:12:12,monthly,299
b40afb8d-b57c-45d5-b164-3e16d09db72c,500c5159-0fbf-44ac-98c0-3b1e3bd181be,2026-05-09 12:58:05,annual,1990
3c08a17f-1376-41ea-83d1-1913a04a3a84,1783d0d4-e4f3-48ba-a88c-ddd9a2ef2a2a,2026-05-26 10:54:50,monthly,299
9d5e37b1-7d15-461f-8d8c-910d32ea7766,5630a1f3-186b-4e0a-bb65-78fbf7208284,2026-04-30 07:06:23,quarterly,799
58f63c77-a3f9-473b-80ca-939a0ed23cf6,00a49d80-2832-48ee-81ec-505f0dc496d1,2026-04-13 03:09:23,quarterly,799
859cb5ac-5b73-4450-9b5c-230eca12f992,acc35d47-f149-4337-a9fa-e7e783f2c539,2026-05-20 10:43:44,quarterly,799
7ff54fc9-7e6e-4c9d-a655-939af32d21b3,91dfbf6c-f884-49b7-a0d7-efb5670b5ae7,2026-03-14 16:34:51,quarterly,799
c2587bd2-170a-46a2-aa9e-7391308194b9,3eac2ab3-be83-43ea-b01f-8ee811a84381,2026-04-28 10:34:39,annual,1990
a11edb3e-5bb6-4d3f-9265-28b764c7c0be,bbb715ef-25a6-4dec-916c-6398c6645ef5,2026-05-12 10:49:29,monthly,299
149dff0b-eac4-478b-9129-0d7fabfaf924,6b099aee-0f3d-462e-9647-494fa74e9e3e,2026-05-20 04:35:41,quarterly,799
c5c2edcb-f29c-443c-a738-6adeb2171f88,a3a6afee-de4c-40e6-a971-2ea858fd498f,2026-05-04 16:20:29,quarterly,799
b015d21c-9fc0-40da-8086-c1c36c27c955,b661bd36-dca0-4b9e-a026-53161f9a6acc,2026-03-29 15:01:27,quarterly,799
ebc51c1b-638d-4a8b-9014-dfc7b0fdb43a,69af6796-c4a1-4303-a4af-77894110bf41,2026-05-10 05:43:27,quarterly,799
eafb3fd2-1170-4abf-90e9-a69e6738dd4d,fa3404be-61ab-411c-b818-47fb84e4a1ac,2026-05-31 18:22:56,annual,1990
4727abee-c696-4332-98ea-0dba0a5fb821,4b8d5d9e-7755-41ca-b087-087d929c264c,2026-04-20 15:52:32,quarterly,799
d3648f68-71a5-4e4a-b054-22494a74d555,a2c073f3-2341-4226-9bde-4a69aedef997,2026-04-08 03:32:13,monthly,299
