user_id,platform,install_at,app_version,is_premium,goal,onboarding_level,plan_on_study_time,name,country,age
39b08305-411e-48e0-af9a-2ec1fc5a96a7,iOS,2026-05-17 06:54:47,1.2.0,False,Для учебы,Beginner,30,Brett,BR,28
23b3c90c-eb4e-4e64-b862-528e8a7690e0,iOS,2026-04-17 22:09:47,1.2.0,False,Хобби,Advanced,15,Yvonne,DE,55
25bf7677-03cc-4606-8c4e-2e4c768272b8,iOS,2026-04-03 12:31:47,1.0.0,False,Для путешествий,Beginner,30,Pamela,ES,25
0b3b38cd-437b-4dea-9217-79669c0d1b4b,iOS,2026-05-01 00:28:47,1.0.0,False,Для работы,Elementary,60,Elizabeth,RU,43
af322e5c-81cb-4faa-9a82-57c031d3720f,iOS,2026-03-16 10:49:47,1.2.0,False,Для учебы,Advanced,60,Christopher,US,21
9b0021ef-0f87-4979-b422-60da3ffaac53,iOS,2026-03-09 01:54:47,1.2.0,False,Для путешествий,Intermediate,15,Christina,BR,42
fd8b0852-a5ef-4392-b81f-5f5f340fa106,Android,2026-02-25 09:34:47,1.0.0,False,Для путешествий,Advanced,15,Natalie,FR,31
989ba417-dea7-4e37-85b0-0dca43800ec7,Android,2026-05-04 05:32:47,1.0.0,True,Для учебы,Beginner,15,Timothy,FR,36
9ddfbac4-aa9b-46ca-a74c-e410a4246972,iOS,2026-05-06 22:29:47,1.0.0,False,Хобби,Beginner,60,Christopher,DE,34
64f112ba-a3a3-49d2-95b3-af258673a6b5,iOS,2026-04-19 13:47:47,1.0.0,False,Для путешествий,Beginner,15,Edward,ES,53
884b362f-6611-4ac1-9d9e-6a332c274bde,Android,2026-04-06 04:51:47,1.0.0,False,Для путешествий,Advanced,15,Timothy,FR,46
dc739a13-e712-4c89-b1d0-3cd683e3c578,iOS,2026-03-28 13:46:47,1.1.0,False,Для путешествий,Elementary,60,John,US,25
b6b5c494-283c-4ba6-9a14-d5d65b7defb2,iOS,2026-03-27 08:14:47,1.2.0,False,Хобби,Elementary,15,Kathy,BR,40
a974c99d-1b22-4410-81d8-ea9a688bd50f,Android,2026-03-24 01:54:47,1.0.0,False,Для путешествий,Intermediate,15,David,BR,25
716e8ff6-571c-472d-9d8a-ba7617894fa2,Android,2026-03-12 08:15:47,1.0.0,False,Хобби,Intermediate,15,Todd,DE,48
11d094a3-8846-4cdc-94f0-6893a50baa84,iOS,2026-04-06 04:21:47,1.2.0,False,Для учебы,Intermediate,60,Scott,US,54
8ebed24f-56ed-47ad-bdc2-fcf167988a19,Android,2026-05-07 16:20:47,1.1.0,True,Для учебы,Intermediate,15,John,IT,38
61c92e63-7a75-48b2-a610-2b0aaefcf6cb,iOS,2026-04-30 00:53:47,1.1.0,False,Для путешествий,Advanced,60,Kyle,FR,39
c507f278-6bb2-4f58-a956-0bdce0a3702f,Android,2026-05-07 22:57:47,1.1.0,False,Для учебы,Advanced,60,Michelle,BR,53
c4d5832a-3798-4ed0-b15e-2a67a9984b07,Android,2026-04-21 00:07:47,1.0.0,False,Хобби,Advanced,60,Tara,IT,24
9549dca2-87bc-4029-afc1-948479804a1d,iOS,2026-03-14 07:13:47,1.1.0,False,Для учебы,Advanced,15,Diana,ES,26
a0636071-dfe8-4688-af69-ba3a41f48866,Android,2026-04-20 15:28:47,1.2.0,False,Для учебы,Elementary,30,Alexis,DE,35
21c8384e-e62d-4b89-8f9e-bb42cc1291ed,Android,2026-03-06 23:12:47,1.1.0,False,Для путешествий,Intermediate,60,Melissa,DE,55
9fb5da44-4d81-4c16-add4-39f185323782,Android,2026-03-05 19:50:47,1.1.0,True,Для путешествий,Elementary,30,Kristine,BR,49
ef08ee7b-71d2-4ef7-bc15-339a81e8e6c0,iOS,2026-03-21 19:21:47,1.2.0,False,Для путешествий,Intermediate,60,Jane,ES,25
29202cf4-2df1-43a4-9e44-8293a37aea0d,iOS,2026-03-22 00:54:47,1.0.0,False,Для учебы,Beginner,30,Jennifer,US,53
f3baad2b-f0b1-4a08-8245-d9af25f4a2ba,iOS,2026-03-21 16:09:47,1.2.0,False,Для работы,Intermediate,60,Courtney,FR,44
f132eac1-7e88-4f42-a527-4a4eee06e2ba,Android,2026-05-04 12:13:47,1.1.0,False,Для работы,Intermediate,60,Scott,BR,27
65d84463-c00c-43ab-96a5-3e4c6a1bb2c7,iOS,2026-03-13 20:30:47,1.0.0,False,Для работы,Beginner,30,Victoria,ES,22
b13f02f9-086f-4aac-86a7-25cb339020b4,Android,2026-04-16 08:39:47,1.0.0,False,Для учебы,Beginner,60,Steven,BR,22
d15be315-0a32-42e8-bc9c-f95448b825bb,Android,2026-03-23 17:21:47,1.1.0,False,Для путешествий,Intermediate,60,Renee,BR,29
f311e09d-2d93-491b-b538-8ad1d20fb4bc,iOS,2026-04-01 02:18:47,1.0.0,True,Для работы,Beginner,15,Robin,BR,46
a0d6ed1e-d061-4a59-8c21-1c9d0fc5ab43,iOS,2026-03-20 14:44:47,1.2.0,True,Для работы,Elementary,60,Patricia,DE,50
e4689743-f00e-4988-b239-e0d0663bc28c,iOS,2026-05-05 12:32:47,1.0.0,False,Для работы,Advanced,30,Justin,FR,44
ed6a1253-2c8d-41c9-beb3-443dea7c6e62,iOS,2026-05-20 11:33:47,1.1.0,False,Хобби,Elementary,60,James,DE,27
8cf86ffd-2fad-464d-9d2c-e974ce5eaa9b,iOS,2026-03-05 07:48:47,1.0.0,False,Для работы,Intermediate,15,Yvette,BR,44
7411b93b-5d4b-4775-8344-f42cef048075,Android,2026-04-22 17:01:47,1.0.0,False,Хобби,Advanced,15,Michael,BR,39
7e1d8b69-f09c-4031-835c-d4b57c797f75,iOS,2026-02-22 05:03:47,1.1.0,False,Для учебы,Intermediate,60,Amanda,DE,39
e875e377-5e86-4123-a8fa-b540b7c3916c,iOS,2026-04-19 02:12:47,1.0.0,False,Для учебы,Intermediate,15,Donald,DE,27
5d749779-6d27-457a-8978-12a58beb1698,iOS,2026-03-06 07:33:47,1.1.0,False,Хобби,Advanced,15,David,ES,28
63562d92-4db8-40ff-9e17-ce3df5af194a,Android,2026-04-30 19:35:47,1.2.0,True,Для работы,Advanced,15,Jacob,IT,37
9d2edcb6-5c7a-40b6-9452-596079ae51c1,Android,2026-02-23 13:43:47,1.1.0,False,Хобби,Advanced,30,Lynn,FR,50
cfc870c3-39c0-4ae0-bb82-0ed055c36f16,Android,2026-04-01 22:49:47,1.1.0,False,Для учебы,Advanced,60,Todd,RU,48
dd18848e-751a-4f93-8795-2b3bcf07dfd4,iOS,2026-02-25 10:04:47,1.2.0,False,Для путешествий,Advanced,15,Robert,US,20
e6b317a1-1015-45a1-822d-f2e13cb8a1c8,Android,2026-03-20 04:35:47,1.1.0,False,Для путешествий,Intermediate,60,Carrie,FR,33
aec22655-bccd-4277-944a-013d3de72262,iOS,2026-05-01 12:28:47,1.2.0,False,Для учебы,Elementary,15,Susan,FR,25
e1ce193a-8067-483c-847e-6d2d8e8a28ce,Android,2026-03-14 21:17:47,1.1.0,False,Хобби,Intermediate,30,Henry,ES,51
a68df52b-a324-4cf9-a881-54b320ffd664,Android,2026-03-03 02:46:47,1.1.0,False,Для учебы,Advanced,30,Ryan,BR,48
2db7195b-3555-4c1e-99d9-e9f8323ff75f,Android,2026-05-02 09:50:47,1.0.0,False,Для работы,Elementary,60,Michelle,RU,49
e592fe84-95f3-47b2-9c21-9d969f14153b,Android,2026-05-18 08:45:47,1.1.0,False,Хобби,Intermediate,60,Angela,ES,44
2452bc45-535e-45d1-8adf-9b76582dfb80,Android,2026-05-12 21:29:47,1.2.0,False,Хобби,Advanced,60,Amy,ES,55
ba8466ef-e5c8-49d5-9863-b4a825055f51,iOS,2026-03-05 13:55:47,1.1.0,False,Для учебы,Advanced,30,Paul,RU,38
579a53c3-17ca-43ba-a692-9ad719e6e7ef,iOS,2026-04-05 04:22:47,1.1.0,False,Хобби,Advanced,30,Heather,US,32
285d52d9-a0d1-4ee0-baf0-ed83bd349478,iOS,2026-04-04 08:15:47,1.2.0,False,Хобби,Intermediate,15,Brandon,ES,50
f0baf1a3-55f7-4a02-b799-896bf16dda2f,iOS,2026-05-01 12:08:47,1.0.0,True,Для путешествий,Beginner,30,Ebony,RU,22
d0550a91-6fc3-4f01-80a4-abee3ba19b31,Android,2026-04-11 01:35:47,1.1.0,False,Для путешествий,Elementary,30,Rebecca,RU,27
4e624bf7-1fb0-4d4c-a33b-3dcaf807dd31,iOS,2026-05-18 11:08:47,1.2.0,False,Для учебы,Intermediate,15,Brian,DE,47
fc4aeac1-7681-4a79-be47-5201c2a74027,iOS,2026-04-17 23:15:47,1.2.0,False,Для работы,Elementary,30,Tanya,BR,49
6d251d2e-aa46-4a85-b0ef-b2eeb9d47d47,iOS,2026-02-26 10:12:47,1.2.0,False,Для учебы,Advanced,60,Lisa,BR,47
264e5684-d86e-4b26-833e-90377de5a954,iOS,2026-03-14 16:59:47,1.0.0,False,Для учебы,Intermediate,30,Michael,US,49
4bf2aa41-5584-461a-aae1-9d277e416bf2,iOS,2026-03-05 09:15:47,1.1.0,False,Для путешествий,Advanced,30,James,RU,23
f8fa819c-fda5-4c50-a27f-b4f3bbb51162,iOS,2026-03-28 22:41:47,1.2.0,False,Хобби,Intermediate,60,Elizabeth,ES,40
95e9a075-664a-4026-8c89-dd0fbfc96234,iOS,2026-03-24 07:20:47,1.2.0,False,Для путешествий,Intermediate,15,Sherri,FR,34
ee2944d9-4444-43bb-a186-ebb664d72dde,iOS,2026-03-15 17:58:47,1.0.0,False,Для путешествий,Advanced,30,Henry,US,21
65712dfe-2472-4aa7-9533-ba684a95ec79,iOS,2026-05-05 22:08:47,1.2.0,False,Хобби,Intermediate,15,Mariah,BR,35
fd1f40c0-cb41-4190-b617-8e4ca0400fe9,Android,2026-04-15 03:28:47,1.2.0,False,Для работы,Advanced,30,Dean,IT,43
c9897fe3-5004-4742-b79e-40681a03c553,Android,2026-05-16 11:05:47,1.1.0,False,Для путешествий,Advanced,60,Thomas,FR,28
f8a27ef2-85d8-40e8-903c-5a0e8f5dd76e,Android,2026-02-24 12:11:47,1.0.0,False,Для учебы,Beginner,15,Michael,ES,29
70a31d93-e7c0-4b99-bcc0-b0a9ac05a038,Android,2026-03-01 13:51:47,1.2.0,False,Хобби,Beginner,30,Benjamin,ES,51
72992823-e0e2-4d6d-a74e-b0d584ece5e8,Android,2026-04-20 05:14:47,1.1.0,False,Хобби,Advanced,30,Crystal,ES,40
6acf9305-278e-4b04-80c6-24168cbc487f,iOS,2026-03-08 17:42:47,1.2.0,False,Для путешествий,Beginner,30,Adam,US,23
e40a8416-ce84-41e9-b979-4c0f8b2150d9,iOS,2026-02-24 07:37:47,1.0.0,False,Хобби,Elementary,60,Emily,RU,38
05b9ca7e-0f2c-4fb7-a558-7cd66b5fd4df,Android,2026-04-10 07:53:47,1.2.0,False,Для путешествий,Elementary,30,Jade,IT,53
3beb55d5-ec94-4701-be94-c36e8b533fbe,iOS,2026-03-19 19:57:47,1.0.0,False,Для работы,Advanced,30,Jennifer,DE,41
422c4b9b-e4e5-41a4-ae4b-d3292dde03e2,Android,2026-03-06 17:21:47,1.1.0,False,Хобби,Intermediate,15,Justin,RU,21
0873b889-3af9-43c7-81c3-3b137dc57a80,iOS,2026-04-01 04:54:47,1.0.0,False,Для путешествий,Beginner,30,Mary,DE,51
0ebf5f00-9a34-4e65-863c-d118487370d8,Android,2026-04-04 01:40:47,1.2.0,False,Для путешествий,Beginner,30,Ian,RU,32
33b51a56-ec42-4595-9fe3-3a02073cdef8,iOS,2026-04-22 22:59:47,1.1.0,True,Для путешествий,Elementary,60,Brian,BR,35
ab8e86bc-d761-41d5-bde2-29cab69258c1,Android,2026-04-07 02:55:47,1.0.0,False,Хобби,Advanced,30,Nathaniel,FR,41
dab19961-4c91-40fa-b280-f87e289c178c,iOS,2026-03-15 13:41:47,1.1.0,False,Для путешествий,Elementary,60,Glenn,US,16
8eb18574-b320-4c7d-ae35-4e8c8d78701c,iOS,2026-04-26 04:16:47,1.1.0,False,Хобби,Advanced,15,Alexa,FR,30
59da1145-b33b-4554-86aa-ecb02f9ed58a,Android,2026-04-06 08:31:47,1.2.0,False,Для учебы,Advanced,30,Shawn,IT,43
bb06af4a-4436-429a-8c66-5bd2e9ca92fb,iOS,2026-05-18 14:03:47,1.2.0,False,Для работы,Beginner,60,Joseph,FR,25
cb7d0cf2-ebab-4ba9-8774-90083cec50fa,iOS,2026-04-27 02:32:47,1.1.0,False,Для путешествий,Elementary,60,Kathleen,BR,38
0bc64299-aab2-4bc6-85cb-d5d38888bc48,Android,2026-03-31 05:55:47,1.0.0,False,Для работы,Elementary,60,William,BR,25
cff07673-7ab3-4793-af21-cd7a5d250507,Android,2026-04-09 00:19:47,1.1.0,False,Для учебы,Elementary,60,Tracy,RU,42
ceac7326-614e-4b9b-b268-780e55a2bd68,Android,2026-05-18 11:59:47,1.0.0,False,Хобби,Intermediate,60,Alfred,RU,45
8ef5dfb9-e88e-4bf5-9c58-57115cd6e9f4,Android,2026-05-16 15:34:47,1.2.0,False,Для работы,Intermediate,15,Carolyn,BR,37
4549fc7e-cb6c-4396-882f-bcd189689de0,Android,2026-05-04 19:24:47,1.0.0,False,Для путешествий,Advanced,15,Nicholas,IT,31
e268c4ba-2fee-4fd2-9e87-309290a61be7,Android,2026-03-19 00:12:47,1.0.0,False,Для путешествий,Beginner,30,Lori,DE,17
06ef2258-1e0c-4c4f-ba21-b582aa866122,iOS,2026-02-20 22:05:47,1.2.0,False,Для работы,Elementary,30,Mary,IT,26
dc30d918-12db-4348-811a-ec9716886657,iOS,2026-02-22 16:03:47,1.0.0,False,Для учебы,Elementary,30,Jessica,FR,54
6e62d721-0b44-48e1-bcd8-cf49ba97c45f,Android,2026-04-18 20:59:47,1.1.0,False,Для работы,Beginner,60,Benjamin,RU,17
eba98f81-e71f-4074-9536-14f947f30abe,Android,2026-05-02 17:34:47,1.0.0,True,Для путешествий,Elementary,15,Nicole,DE,43
60bbb9d2-b461-4397-954b-fccb7db31427,Android,2026-05-06 10:54:47,1.1.0,False,Для работы,Intermediate,15,John,DE,38
dc68a77d-a2c9-4ed2-b598-5342497824ac,Android,2026-04-27 07:17:47,1.0.0,False,Для учебы,Beginner,15,Kenneth,RU,40
cc943733-27d4-4547-a05e-33c7faba6bc3,Android,2026-04-04 14:48:47,1.1.0,False,Для путешествий,Beginner,15,Daniel,IT,31
823c725d-6bc4-4bf5-9b36-216760c897a4,iOS,2026-03-31 22:16:47,1.2.0,False,Для работы,Intermediate,30,Troy,RU,30
cad09474-ab88-4806-ad60-92077b58d552,iOS,2026-04-12 11:04:47,1.2.0,False,Для работы,Elementary,15,Jorge,RU,32
aa382e8b-aee9-42bf-a901-a22627395657,iOS,2026-04-09 22:04:47,1.2.0,False,Для учебы,Elementary,60,Jose,DE,16
1ae81e28-52f9-403f-a6ea-76ce2c5e4950,iOS,2026-05-05 01:49:47,1.2.0,False,Для учебы,Advanced,15,Dawn,BR,39
d0ed88c2-a8c0-444a-bcd7-6f0698c73fd0,Android,2026-04-04 13:42:47,1.1.0,False,Для работы,Beginner,15,Michael,BR,29
273c2e68-cc09-4fa7-994d-cecbd99c6599,iOS,2026-03-05 01:11:47,1.2.0,False,Хобби,Elementary,30,Patrick,FR,46
455f452b-13fc-4587-bded-f3ba53e788ec,Android,2026-03-20 15:46:47,1.2.0,False,Для учебы,Elementary,15,Grace,DE,23
5fc35763-5e8e-40a6-8845-ffe88698b29d,iOS,2026-03-07 06:18:47,1.0.0,False,Для учебы,Beginner,15,Jared,US,49
b08385bc-f6a9-4686-829a-8bf83680c2a4,iOS,2026-02-26 00:45:47,1.1.0,False,Для учебы,Elementary,60,Amanda,BR,35
4a137f4d-a4a9-4edf-9aff-8f8a3eb12052,Android,2026-03-17 00:37:47,1.2.0,False,Для работы,Beginner,60,Ashlee,ES,17
62d5d645-1631-4d19-abe2-48619e083ef5,Android,2026-04-06 08:18:47,1.1.0,False,Для учебы,Advanced,60,Kevin,ES,42
f7587286-f0b8-492d-9737-f191ee22fa02,Android,2026-04-12 10:25:47,1.1.0,False,Хобби,Beginner,60,Joshua,BR,18
565a4bc1-8df0-4a73-9435-344704e34f38,Android,2026-05-03 18:39:47,1.0.0,False,Для учебы,Elementary,30,Lisa,US,54
f8b63eca-1cae-418a-b02e-5e800c5ba2ba,Android,2026-02-27 01:26:47,1.1.0,False,Для путешествий,Advanced,30,Kelsey,DE,54
1c180ade-1e32-4fa8-9451-8c97dc481f94,iOS,2026-04-27 06:44:47,1.2.0,False,Хобби,Advanced,30,Adam,BR,52
c30dbe3b-b676-476d-97fe-6cefa3d35657,Android,2026-05-06 15:24:47,1.2.0,False,Для работы,Advanced,15,Hannah,BR,41
9715abff-0f9e-476a-b792-fd9f43800843,iOS,2026-04-07 07:41:47,1.2.0,False,Для работы,Beginner,60,Keith,DE,41
475611e5-f4c0-4842-81b3-85e54407fa83,Android,2026-03-10 01:47:47,1.2.0,False,Для работы,Elementary,15,Pamela,ES,35
efacba15-04a7-40c6-a748-7d97f56b931f,Android,2026-04-15 14:00:47,1.0.0,False,Для работы,Advanced,30,David,FR,30
844a97cf-cf20-40a4-8c4e-5c9ee5f4c3bb,iOS,2026-05-14 13:41:47,1.0.0,False,Хобби,Elementary,15,Diana,RU,35
e949756b-c831-42f8-b625-45a261cfbf71,iOS,2026-03-07 19:24:47,1.1.0,False,Для работы,Elementary,30,Cassandra,ES,25
29db5ec5-91a9-44b2-ac98-3e28da62c1af,Android,2026-05-15 21:05:47,1.1.0,False,Для путешествий,Intermediate,30,Ronnie,BR,24
0d5ccd44-fb91-443e-9427-6a7a3b35c51d,Android,2026-04-11 14:39:47,1.2.0,False,Для учебы,Beginner,15,Kimberly,IT,34
9bc57382-8d67-432d-8dd0-e245a86a49a3,Android,2026-04-08 21:19:47,1.1.0,False,Для работы,Beginner,60,Marcus,DE,48
20622978-f128-4d1f-ab0d-b5a7ef087da7,Android,2026-03-03 13:10:47,1.1.0,False,Для работы,Advanced,30,Dawn,BR,36
ff26a448-a2eb-44eb-b8c8-43b69e94637c,iOS,2026-05-20 11:14:47,1.2.0,False,Для путешествий,Beginner,15,Ian,ES,48
7adb4e22-019d-46b6-aac8-0e51223de600,Android,2026-03-15 16:29:47,1.2.0,True,Хобби,Beginner,60,Amanda,US,49
22748ec5-d9a5-496d-93bf-6ac4b1000159,iOS,2026-05-10 10:23:47,1.0.0,False,Для путешествий,Beginner,15,Leah,US,31
d058bf44-35e7-4081-b873-44fcb1438e05,iOS,2026-04-21 00:25:47,1.0.0,False,Для работы,Beginner,30,Anthony,ES,18
1236eb4d-e18c-4153-bab5-a62ae6672dad,Android,2026-04-15 16:50:47,1.1.0,False,Хобби,Intermediate,15,Jennifer,RU,19
9f106357-f472-44c9-b3ae-ad408754fc43,iOS,2026-03-30 08:09:47,1.2.0,False,Хобби,Intermediate,15,Amy,BR,19
2b6626b2-b368-4add-833f-6121e8812552,Android,2026-03-06 18:44:47,1.2.0,True,Для работы,Beginner,15,Sean,ES,16
d53b84ec-7547-42dc-a118-b0d514f40301,iOS,2026-04-01 16:13:47,1.0.0,True,Для путешествий,Elementary,15,Jake,RU,31
cb12fc35-814b-43a4-84b7-4a3734acc12e,iOS,2026-03-11 16:32:47,1.0.0,False,Хобби,Elementary,30,Calvin,DE,24
dcfc6d31-d7cf-45cb-96f4-a264c3524cd4,iOS,2026-02-26 11:28:47,1.0.0,False,Для учебы,Beginner,15,Nina,FR,20
ac69d64c-bad6-4785-a39e-8be411f73d22,Android,2026-04-04 20:34:47,1.1.0,False,Хобби,Intermediate,15,Brittany,ES,25
eb3bad72-dfdd-4a0d-9d1f-5c3f76e66e1e,Android,2026-03-13 10:32:47,1.0.0,False,Хобби,Elementary,30,Rebecca,RU,23
bea14860-515f-44f8-ab77-d89717b4234f,Android,2026-04-09 05:12:47,1.1.0,False,Для работы,Intermediate,60,Alicia,FR,27
71673276-55ac-4f0f-892e-9d8c7f8292bc,Android,2026-03-21 04:59:47,1.0.0,False,Для путешествий,Elementary,60,Courtney,FR,35
c7608f4f-5dab-4221-9bea-679b9acd7705,iOS,2026-05-02 06:35:47,1.1.0,False,Для учебы,Elementary,30,Michael,US,18
55d47057-4686-4e8b-bf09-16156c2dd8c9,iOS,2026-04-20 12:10:47,1.1.0,False,Для путешествий,Advanced,60,Linda,US,25
9f8f1cc0-59a4-484f-8c40-564c3d9515ae,iOS,2026-05-07 11:14:47,1.1.0,False,Для путешествий,Advanced,15,Amber,BR,53
7113e490-e11a-4278-bbd7-153fd1b6c52c,Android,2026-04-28 07:54:47,1.1.0,False,Хобби,Intermediate,60,David,FR,23
63957702-b7d9-4a56-a614-f3a2c7bfcf6c,Android,2026-03-06 05:26:47,1.1.0,False,Для путешествий,Intermediate,30,Christopher,IT,55
11687ab0-d0aa-4bc4-921c-05f2a0c32c4f,iOS,2026-03-28 21:22:47,1.2.0,False,Хобби,Beginner,30,Melissa,RU,47
ff7a42ce-cf71-4cc2-b466-328312fffd0b,Android,2026-04-26 14:29:47,1.0.0,False,Для путешествий,Elementary,30,Dennis,BR,37
3013f59e-b665-4b75-832e-6355dafc47cd,iOS,2026-05-10 07:37:47,1.2.0,False,Для путешествий,Intermediate,60,Larry,RU,23
e0287c92-9caf-4670-aca3-29713b67c476,Android,2026-04-27 14:23:47,1.2.0,False,Для путешествий,Elementary,15,Timothy,US,36
f57e85cc-2e21-43a2-a4ee-b7cb4358135a,Android,2026-03-07 11:16:47,1.2.0,True,Для путешествий,Advanced,30,Amy,US,33
96986c2f-f4b0-4b5b-9ccd-4cfee2c038b4,Android,2026-03-26 12:57:47,1.0.0,False,Хобби,Advanced,15,Kirk,DE,47
7270dbf1-bcb1-44b8-9125-2a912fc9ad02,Android,2026-02-21 09:29:47,1.0.0,False,Для учебы,Beginner,30,Andrew,FR,36
b9d3552c-d1ff-4617-80bc-498f473c6adb,iOS,2026-05-21 06:23:47,1.1.0,False,Для работы,Elementary,60,Anthony,DE,35
570ec9f4-22ca-4a81-ab6f-d97f73f95b55,Android,2026-03-05 02:49:47,1.1.0,False,Для путешествий,Advanced,60,Katrina,US,29
bd80bdd7-9f37-4d6f-94b2-0b744762a25e,Android,2026-04-07 14:38:47,1.0.0,False,Хобби,Elementary,15,Dawn,ES,40
a6a9c5a6-d7a1-41d8-9915-1127312912f3,iOS,2026-03-14 11:16:47,1.2.0,False,Для путешествий,Elementary,30,Lisa,FR,54
dc243d8c-5a25-43fc-940a-72ac995da365,Android,2026-02-22 19:51:47,1.2.0,False,Для учебы,Beginner,30,Ronald,RU,16
200f2ea0-9e0a-442e-b35d-7f439e67676a,iOS,2026-03-25 12:00:47,1.2.0,False,Хобби,Intermediate,30,Jamie,ES,27
dab48f6b-d612-4865-bcfa-9722b7005d79,Android,2026-02-21 16:48:47,1.0.0,False,Для работы,Elementary,15,Jill,ES,32
1e145395-5116-4365-90bd-5ae66e698dbe,Android,2026-04-16 18:14:47,1.0.0,False,Для путешествий,Beginner,15,Gabrielle,DE,53
4ae8692a-7f26-4e44-9153-3ef07fe2afb1,Android,2026-04-27 21:57:47,1.0.0,False,Для работы,Beginner,15,Brandon,ES,52
e64eaa6c-c6a9-40a1-ba7d-781f8c2fd425,Android,2026-04-11 02:14:47,1.1.0,False,Для работы,Intermediate,60,Christopher,ES,44
153d5c2a-e448-4c75-a407-4efabaf9a822,Android,2026-03-19 17:50:47,1.0.0,False,Для учебы,Advanced,15,Robert,IT,54
